,match_place,la,lo
doude leuve bregge,,,
gasthuis van st antoni,,,
gasthuijs van st anthony,,,
cavrino,Marzino,55.741311,32.249236
een waele,,,
gissinge,Ossinge,52.647701,10.464952
gissijnghe,Ossinge,52.647701,10.464952
weesen huijs,,,
evreus,Evere,50.880473,4.404344
enschodt,Enschede,52.213905486052155,6.890849644311789
de oude lombartse brugge,,,
de nieuwe lombartse brugge,,,
de stoof,Denstorf,52.256987,10.410747
de lange ende corte meere,,,
langhe ende corte meere,,,
de haarlemmerdijk,,,
de haerlemmerdijck,,,
quatersteeg,Quernstede,53.02689,11.470327
quartersteeg,Quernstede,53.02689,11.470327
eijlanden van zeelant,,,
den ijsel,Deisel,51.592698,9.409232
noey,Noyn,52.24921,8.065622
st anna clooster,,,
kaekenburg,Valkenburg,50.862851,5.831255
ee,Ee,53.34045554836024,6.02691013775761
deinze,Deze,52.586157,11.665921
den bonten hert,,,
reguliers poort,,,
regelierspoort,,,
eecke,Ecke,51.094665,5.791669
ebersdorp,Ebersdorf,51.078691,14.682609
waterlandsche,Wattenscheid,51.481156,7.133099
babilonien,Bazilionai,55.796821,23.140808
overlanders,Ovezande,51.45168044631754,3.7956984438029533
meijghem,Ainghem,52.542749,7.868994
aeijghem,Ainghem,52.542749,7.868994
de oude stoof,,,
raadhuijs,,,
raadshuijs,,,
gasthuijsbrugge,Gasthuis,50.843015,5.789813
gasthuisbrug,Gasthuis,50.843015,5.789813
de leuve poort,,,
die leuven poort,,,
het sas,Het Sas,50.978926,4.389811
ridder hofstede van wena,,,
de ridders hofstede van wena,,,
de hoornsche poort,,,
de stinksloot,,,
scaelwycker poorte,,,
de zeedijk,De Wijk,52.72693558657122,6.348509739562691
het schelt,Hethele,51.178092,5.896332
backenes,Blanckenese,53.556739,9.805416
ephesien,Enheiden,50.458322,8.896303
den keijser,,,
den kemel,Denkede,52.142726,10.613414
azien,Aien,51.584733,6.043452
oven,Olvena,51.044506,10.015333
st jacobstraet,,,
ryssel ambacht,,,
leuvenhaven ozijde,,,
bisdom van groeningen,,,
inghehaelt,,,
casteleinie,Castele,50.008614,8.281459
bisdom van middelburg,,,
castelenye,Castele,50.008614,8.281459
inde kerck van overschie,,,
bisdom van haerlem,,,
jerusalemsche,,,
castel rodrigo binnen ghent,,,
bisdom van ghendt,,,
inde kercke van ste jacques van spaengien,,,
castro,Castro,54.436332,11.197079
castelana,Castella,50.008614,8.281459
bisdom van leeuwaerden,,,
bisdom van deventer,,,
cammer-poorte,,,
ingenomen monde,,,
jierlandt,Dierixland,51.74805,4.102567
"""bleeckerije van t'bagijnhof""",,,
carrouges,Croge,52.546168,10.905597
jpre,,,
jperen,Jermen,53.925441,13.342643
jout,,,
jouswier, Jouwera,52.968048,5.794573
jorsman,,,
jordane,Vordene,52.104076,6.312469
blijdorp,Brijdorpe,51.7063475825671,3.856370820606946
ingelsche pp jesuitten kercke,,,
joppe,Poppe,52.532807,15.515242
blockhuijs an scalckwijckerpoort,,,
jonica,Wolnica,54.102067,20.325236
jonghe linde plantsoenen,,,
joncvrauwe maigis straetijen,,,
blockhuys aen de ryderpoorte,,,
carspelen,Cappelen,51.683284,8.301958
blockhuysen,Broichuysen,51.424791,8.02476
jonckr jeronimus de mesmaecker,,,
blockland,Bocklemünd,50.970896,6.867588
blockstraetien,,,
blokzijl,Blokzijl,52.72008798463958,5.942075390238856
joncheere phelips van liedekeercke,,,
joijeuse,,,
joffrouwen steegje,,,
joedtsche,Betsche,52.479797,15.779185
jodenstrate,Hoestraten,51.401598,4.761559
blandini bergh,Blankinberg,50.684446,11.263695
joannes van eijck,,,
blommerdijckse mole,,,
bithinia,Bitonia,53.921356,18.281972
bisdom van namen,,,
bolwerk was genaemt luchten burgh,,,
bolwerk genaemt de houte man,,,
bolwerk bij het westers hoofd,,,
bolwercke van de cruyspoort,,,
inghelsche benedictijnen kercke,,,
cathedrael kercke of dom &c,,,
bolwerck van st janspoort,,,
hussen  in den landen van cleef,,,
cathedraele,,,
"""cathedraele kercke vant' bischdom van ghendt""",,,
bolwerck aende oost poort,,,
huijzen,Huizen,52.29218875480312,5.278447270516101
cathedrale kercke van aldaer,,,
huis de starre,,,
bolswaert,Bolswert,53.061793,5.522715
huis het lydechant,,,
inghelsche soldaeten,,,
hussiten,Husten,51.429066,7.994581
bisdom van st omers,,,
huubermont,Helmont,51.478951,5.655727
bommel en tiellerwaert,,,
catham,Chaam,51.496146166942864,4.905651689467507
huys te louveren,,,
ingholstadt,,,
inghles,Enghese,52.498827,9.941591
huys te nienrode,,,
huys te vreland,,,
huys ter eem,huysken ter Leet,52.898445,8.173414
inghelstraetie onder berghen,,,
catharinen-poorte,,,
inghelsche zee,,,
bomeloose mande,,,
huys ter heyde,,,
huys ter horst,Hulsthorst,52.363195,5.730385
bolwerken aande westzijde van de leuvepoort buijten den dijk int ried- en biezeveld,,,
bolsena,Boltsen,52.96328,10.458577
huis te loendersloot,,,
huis ter hart aen het drieharingsteegjen,,,
huisinghe vande spiegel,,,
blanckenham,Blanckenham,52.765167,5.896689
hulthem,Houthem,50.88972694933862,5.806580496839351
blauwen leeu,,,
bisschops palaijs,,,
blandin ofte  s quinten,,,
hulzel,Huljel,59.353614,26.216171
bisschop van munster,,,
humbeke,Rumbeke,52.158588,9.200277
castel nuovo de scrivia,,,
humblicourt,,,
hunegem,Huneshem,52.221519,10.615605
bisdom vandoornik,,,
castel rijkenberg,De Vrijenberg,52.128965,6.008319
bisdom van utrecht,,,
hurtenbusch,Herzogenbusch,51.688763,5.303699
casteelken van sevenbergen,,,
hulsterambacht,Bergambacht,51.955741583092994,4.845739769107378
blandenbergh,Blankenberg,50.684446,11.263695
casteelken te breeaerde,,,
huisittenhuis,,,
casteel van vijlvoorde,,,
bocht van vranckerijcke en van biscaeijen,,,
casteel vant eijlandt van wicht,,,
casteel wihitsch,,,
"""casteelen van crevecoeur ende d'alloes midtsgaeders de casselrije van camerijcke""",,,
huissittenarmenhuis,,,
inghele brauwerie onder berghen,,,
bochomen,Borchloen,50.801808,5.345005
hul,Hurle,51.825583,17.452884
casteelken van montfort,,,
husinghe van pieter van pollare,,,
inghels convoeij,,,
hulf,,,
"""bleeckerije van mevrauwe d'abdesse vanden groenen briele""",,,
broer pieter sieren straat,,,
blauwe engel op den nieuwen dyck,,,
capua,Campan,51.566907,3.700182
jarnack,,,
campaineiz,Campan,51.566907,3.700182
capteijns heijmans steeg,,,
juijn leije,,,
cappelletti,Cappelle,53.023882,5.779184
kaech,Baech,52.076755,6.224985
campaigne van roome,,,
cappelleken van onse vrouwe van portioncle,,,
cappelleken van onse vrouwe genaemt van den fresebergh,,,
kackestraetien,,,
cappelleken van onse vrauwe van schreijboom,,,
kaaskopers hal,,,
kaas en booterwaeg,,,
jutland,Nuland,51.76579821659247,5.429649806967825
juiqua,,,
cappelle van sinte agneeten cloostere,,,
kaelesthooren,Kelmestorpe,53.879871,10.862548
katalonie,Catalonië,41.8523094,1.5745043
capucijnen kercke,,,
canoninck ofte papestraete,,,
kasteel oft stat van ziget,,,
japanse,,,
cantecroy,Cantecroy,51.176649,4.463268
carmelieten,Harmelen,52.12584087848923,4.941521097052152
jarga,Barga,51.599883,6.032728
carlisle,Caulile,51.188391,5.516539
carettes,Cartyels,50.821477,5.908223
kaete,Katze,50.673395,11.391537
caremel,Crempe,53.836629,9.489845
jarmout,Zarmunt,52.319791,13.127788
cantelberghe,Danneberghe,53.098588,11.095268
carel mansvelt,,,
caracciolij,,,
canteniers militaires,,,
kasteelken van herckenteel,,,
cappelleken,Cappellen,52.344477,8.225557
jselham,,,
cappelle van ste loij,,,
camerijck zie kamerijk,,,
cappelle van ste frijael,,,
cappelle van ste anna,,,
cammer straeijen,Hammerstein,53.683855,16.940063
capraia,,,
cantesteen,Hantstede,53.045918,10.374334
"""keerscurf brauwerie op d'hoochstraete""",,,
juliam,Julin,53.843763,14.615364
kees roede,,,
camp van st augustijn,,,
camp van st anthonio,,,
kaerle le roeij,,,
camp,Campe,53.092154,7.834012
kasteel tot purmerende en werd tot amsterdam in de nieuwe kerk,,,
cammerstraet in den royen leeu,,,
junonis tempele,,,
keeremelckpoorte,,,
juppil,,,
camere,Campvere,51.548038,3.669469
cappelle vant h bloet,,,
cappelle van ste veeirle,,,
kattenburger jagthaven,,,
katwijken,Katwijk,52.204409327000576,4.418472280439105
katwoude,Mitwoude,52.712792,5.071099
cappelle van ste quinten,,,
katzinhelleboghe,,,
camercy,Caumfer,51.548038,3.669469
keerchof van senter nicolaus,,,
jupiter,Pupitze,51.57552,12.344762
keercke van baesserode,,,
keercke van ste guericx,,,
keercke van ste vedast,,,
keercke van zulcke,,,
keeremelckmarct,,,
canonica,Copnic,52.446085,13.578038
huys te loefvestein,,,
jan zoetenbrug,,,
cappelle van gratien,,,
camphijn,Camin,53.461679,10.964255
canael van martesana,,,
karthuizers,Kartze,53.314123,10.674322
jan bossemsteeg,,,
cappelle straetien bij st agneete,,,
karseboom,Kassebohm ,54.072783,12.177072
karner,Kanberc,50.297203,8.26778
cappelle straete,,,
cappelle aen de isel,Capelle aan den IJssel,51.96347889842213,4.580389664592884
jan de moor,,,
cappel van st sebastiaan,,,
jan gerrits in de hoge jacobijnestraet,,,
capoverde,Coverden,52.661176,6.741299
capoanen,Conyen,59.393145,27.619041
kapelle,Kapelle,51.471518316525554,3.9579328022406344
jaegweg,Jewe,59.35836,27.411986
jaegerstal,Marstal,54.85654742774275,10.51659986683278
jan vander beke,,,
jadra,Gadra,51.3924,9.9373
jacques cardon,,,
juerich,Jericho,52.498687,12.025714
jemmingen slag van,,,
blauuen steen,Buensen,51.7533,9.8974
campen zie kampen,,,
jemmingen,Remminge,52.112801,10.673625
jan jorisz steeg,,,
berg vesuvius bij napels,,,
camper steyger,,,
camper-steiger,,,
broekermeers ringdijk,,,
kasteel purmersteijn,,,
camperseruce,Campvere,51.548038,3.669469
jacques stoop,,,
campes,Campe,53.092154,7.834012
capo de finesterre,,,
kante koog bij kwadijk,,,
capittel van den dom,,,
capitelen van dorna,,,
jan putanenhuijs,,,
kaije achter het princenhoff,,,
capelle van onse vrauwe van lorette,,,
canna,Tanna,50.493712,11.856683
capelle van den voorseijde hospitaele,,,
jan roden poort,,,
jan straetjen bij de sleutels,,,
capelle bij het nieuw casteel tot ghendt die wij nu heeten ste pharailde ofte ste veirle,,,
cape-verde,Campvere,51.548038,3.669469
canuncken sint jans,,,
kaetsplaetse ant donghenhof,,,
canton van beerne,,,
cappelle van sixto dien,,,
jan van hauweghem,,,
carmys,Cartyls,50.821477,5.908223
kaijen van de wijn haven,,,
capelle van sinte nycolaeys inde boesynckstrate,,,
caneghem,Cransehe,53.006872,13.157326
jan machielsen soone,,,
jan karels hoff,,,
jan kartes huijs,,,
capitains huijs,,,
cappelle van hebbreghshospitael,,,
"""cancia in t' rijcke van inghelant""",,,
capelleken van langewal op den wegh naer dixmude,,,
capelle vande tuilliries,,,
candia nova,Carnikava,57.128978,24.276048
kamestrate,Kastran,56.931281,25.013672
capelle van st antonius eremijt,,,
kamerijk bisdom,,,
kales,Kale,50.802638,11.5886
capelle van st antonius bij belle,,,
capelle van st antonius,,,
janskerk,Manker,52.845397,12.678467
iechdeghem,Idenghem,51.102817,4.730113
bommelerweerdt,,,
breghe overde nieuhaven,,,
bridael,Briel,51.036403,4.193208
bretaeijngen,Brietlingen,53.332121,10.447333
brenno,Brenn,51.557935,12.212277
brenck,Broeck,52.677495,4.806857
bremsebro,Bredebro,55.058234,8.829281
bremesche,Bramesche,52.407918,7.980722
breijdel,Breideler,51.417977,8.769488
breghe overt oude hooft,,,
in het voorhuijs aan de peperstraat,,,
in hollants graeftijkheijd,,,
in zeelandt op het vlacke,,,
in lantsloets van brederode  en huijse,,,
breggen over de schie,,,
in st geertruij-den berg,Geertruidenberg,51.703876015025344,4.863947566081581
brielen,Brilen,51.395534,8.567905
brielse hooft,,,
broek in waterland munnikendam edam purmerende hoorn medemblik enkhuijzen,,,
in synte claere,,,
in vlaenderen nu sijnde een baronije,,,
broeder steege,,,
bretaingie,Bertaing,53.006719,7.192125
breuil,Bruil,51.036403,4.193208
breukelaars,Bredelar,51.417977,8.769488
brevoort,Brevoort,51.942877,6.616929
bosschenaers,,,
in een huijs op de groote marckt genaemt de violette,,,
bosschaijen,Bochin,53.133441,11.513045
bosluijt,,,
boshuys,Oosthuysen,52.570961,4.992202
boshuijs of vissers-kapel,,,
boscoop,Boskoop,52.082340468419666,4.6990461377274535
in gants holland,,,
in het convent van esperanza,,,
boschyck,Bercheyck,51.323049,5.360534
in het huys van den heer van langesteyn,,,
boscheyen,Bosincheym,51.94848,5.29235
boscheneers,Bocnes,55.566873,10.08885
in het kaetspel,,,
bosch van boulonge,,,
bosch of holt,Bochholtz,52.109473,13.761681
bosch buchonia,,,
bosasjen,Nossen,51.05815,13.299461
bricx,Broich,50.946385,6.340598
broeck rievierken,,,
in zyn capelle bynnen den hoeve in cueninchs capelle,,,
braderystraten,,,
in de gantsche nederlanden,,,
braempoorte sinte pieters,,,
braempoortbrugghe,,,
in bagijnhof,,,
bracle,Bracle,51.717326,9.183744
in borgoingnien,,,
brackstraete inde veldtstraete,,,
brackstraet,Brackrade,54.096836,10.47646
brack straetjen,,,
in de beemden by brussele ontrent der spuyen,,,
in de ghebuers huusen,,,
"""ind'auburch""",Arnaburch,52.675187,12.005312
in de handt strate bij de marckt,,,
in de veltstrate bij thuus metten twee cupen,,,
brachtschaten,Brachtschate,51.29008,4.491515
in de herberghe genaemt het kaetspel op de hout marckt,,,
bracht,Bracht,51.165953,8.164962
brabantstraete bij de watermeulen,,,
in de huijsen aen de marct staende,,,
in de kercke van den apostel petrus,,,
in de kerk van sinte niclaus,,,
brandeville,Brandeisl,50.189174,14.162191
"""in 't zuijder koor""",,,
brandolyn,Bründeln,52.238959,10.009522
impel,Ampel,59.191861,25.841066
inde agustijne kerck,,,
brochem,Brochem,52.234682,10.477063
brittens,Britte,51.140894,5.597559
in den bonten hert,,,
in deezen vreijheijt,,,
"""in de zuyderzee ontrent d'eem""",,,
in de hallestraete sijnde het derde huijs naest het vleeschhuijs,,,
britainne,Britlinge,53.332121,10.447333
il domo,,,
bristol,Bräist,54.618195,8.96417
illiricum,,,
brissella forteresse,,,
brisgau,Burgau,50.895275,11.595629
brios ofte breas,,,
brindise,Bruinisse,51.639624013224505,4.14090635125413
breestech,Breste,54.618195,8.96417
booghstraetjen bij de lieve,,,
brantbantse,Brabant,51.6017723,5.4441391
brane,Burne,51.123367,12.496985
boter waeg,,,
boterpoorte,Nierporte,51.935317,4.868541
botersloot en kip sloot,,,
ie thon  an die meerkant,,,
huyse van mansvelt,,,
ierlansche,Smerlachen,51.600285,8.248655
huyse van merten neye op die peerdemerckt,,,
den houdtmaerdt,,,
den horen,Den Horn,52.601477,4.889281
huysen van couwenhouen,,,
den hoove van utrecht,,,
bourghenons,Borghenden,52.301178,6.75768
bourgaige van voghera,,,
bourgaige van guines niet verre vande stadt calis,,,
boterstraat,Bvotestat,51.121615,11.417341
bourgagien,Burien,52.032488,9.46151
bourgagie van hekelskeke,,,
boulongne van terrewaenen,,,
boulaere,Bulleren,51.864717,7.361982
bouderij,,,
huysen van gerrit franszoon,,,
bouckaute ambacht,Bokelsambacht,51.920836,4.485403
huysinge van den heer van der aa in de bregittestraet,,,
huysinge van renesse in de wittevrouwestraet,,,
huyse van janne van immersseel,,,
ijck aen de vaert,,,
huyse van jan broot,,,
huyse van heer hendrick van berchem,,,
ijsenbourch,Rijsenburch,52.050501,5.286695
huys vredenburg,,,
huysduynen,Huysen,52.297629,5.23493
ijsenbaert,Isenberg,50.968101,11.905274
huyse van bernaert geerardi,,,
ijseghem,Idenghem,51.102817,4.730113
ijsebaert van poucke,,,
ijsbroeck,Ruysbroeck,50.789812,4.298478
ijrren,Irrichen,51.249631,10.832557
ijrlander,Ilder,56.29020626401843,9.603463368311305
huyse van de apothecaris vosch,,,
ijpen,,,
huyse van den heere muntmeester gerobulus,,,
huyse van den hollander,,,
huyse van den pagador,,,
ijmond,,,
ijlands brug,,,
huyse van hasenbergh,,,
ijdijk,,,
huyvetters straete,,,
braba,Brabant,51.6017723,5.4441391
boémen,Bomena,51.742018,3.968124
in den eeckhof by die minnebroers,,,
bottel,Boxtel,51.62287681095158,5.333629422595107
"""in den gouden cop sijnde het huijs op de groote marckt recht over de hooghwacht van d'hondtstrate het vijfde huijs""",,,
boterwaag,Beetsterzwaag,53.10883694606444,5.98642531226355
borluijt d,,,
borgje of baarthoutsteeg,,,
"""borgers huys tegen over d'aude waege genaemd de keyserscroon""",,,
borgas,Borg,53.009306,10.749134
bordiaus,Boria,52.032488,9.46151
borneo,Borne,52.325810118350155,6.766269670132447
borcht by antwerpen,,,
borborch,Torborch,53.299028,7.388638
in den hoogen choor,,,
in den sallem,,,
booven moolen,,,
in den sampson up dhoochpoort,,,
boonakker,Blokker,52.656797937269005,5.149266023402303
boonackers brugh,,,
boomcrieck by rommerswale,,,
bornsville,Borstelle,53.152967,10.478162
in den engel op de groote merct,,,
bouverye poerte,,,
boweloo,Borkeloo,52.115265,6.523654
bourgondions,Borgonden,52.301178,6.75768
huyvetters toren,,,
bovulleij,,,
bovinus,Bobinhusen,49.962245,8.952945
bovines,Bocnes,55.566873,10.08885
bovenschelde tot audenaerde,,,
bovenlantse,Bovente,51.588786,9.921964
boven schelde,,,
bovegaerde,Novgarden,53.671789,15.119178
bouzyn,Buzin,50.580706,11.995713
hyppone in aphrica,,,
bouwen,Bolwen,57.132265,27.268156
boutenleeu straetien veltstraete,,,
hyseghem,Nyehem,51.804193,9.111212
boussein,Bussen,52.273307,5.162948
ibernien,Zernien,53.065136,10.888678
huys van schonauwe,,,
ijvrij,,,
in den domkercke,,,
bourgoyn,Buron,51.580305,7.051709
brabant in lotrijcke,,,
in de maes,in de Hage,51.577252,4.739231
huys te beverweerde,,,
huijs genaemt venetjen,,,
bethuns,Bethen,52.863906,8.063696
huijs de gauden huijve,,,
betalien van thunis,,,
huijs de platteburze te putte,,,
beserte,Beuerste,50.891139,5.474148
bertoensche,Betsche,52.479797,15.779185
huijs genaamt de kikkers kuijl,,,
huijs genaempt de zonne,,,
berrije waeterstraetien,,,
huijs ghenaemt de belle,,,
betsamiters,Betmer,52.17212,10.03968
huijs ghenaemt den ingel,,,
berresteghe,Berbereghe,52.243519,10.115146
berquijn,Beroun,49.964006,14.073395
bernem,Berne,52.353517,13.307022
bergoma,Berga,51.875076,6.243247
huijs ghenaemt het loock,,,
bergkant,Berga,51.875076,6.243247
berghendale,Besendale,53.530898,10.742492
huijs het 1e naest t stadhuijs,,,
huijs de cheijne,,,
huijs het houdeken,,,
berghen ande bogarde,Berghen anden Some,51.494526,4.287204
berghe tsinte wenocks,,,
billebau,Billerla,51.892703,10.125821
bijntgeens meulen,,,
bijloocquemuer,,,
bijloocque kercke,,,
bijloocke abdie,,,
huever straete,,,
hueverlanders,Hunevelde,52.026891,9.054601
beuckels,Beuckelssloot,52.399269,4.921374
birckt,Birket,54.89163984249939,11.331599396904268
betthelm gabor de sevenbergher,,,
berghe gheheeten laudunen,,,
huijbrugge over de kipsloot,,,
bergh van bermhertigheit,,,
huijden,Huijsen,52.297629,5.23493
bergen in noorwegen,,,
huijs buijten de schiedam,,,
bergen in,Bergen,52.890631,10.956318
bergen bosch,Berlebosch,51.588806,4.527307
bergambagt,Bergambacht,51.955741583092994,4.845739769107378
berghen in west vlaenderen,,,
huijse van zijbrandt van berckenroe,,,
brasiel van west indien,,,
boetianigers,Boertange,53.006719,7.192125
boerestraetjen,Hoestraten,51.401598,4.761559
huuse van mijnen heere van waeroes inde donderstraete,,,
huuse van sassen,,,
boeckholt,Boeckholt,53.215949,7.74356
huuse van wijlent lieven de voghele,,,
huys en lant van gaesbeke,,,
bodegraaf,Bodegraven,52.106452888837644,4.8218738769611
bode ambagt,,,
huys oft slot genoempt oosterhout,,,
huys op st janskerkhof,,,
huijskens van de camp,,,
bolgersteijn 330 gl jaarß was gelegen aende west sijde vande stad tusschen het ^bosch ofte ^amonitie huijs ende vest ten noorden van het,,,
boogardstraat,,,
"""huys t' abcoude""",,,
boode huijsje,,,
bonte brugge,Baanebrugge,52.246558,4.990185
bonomen,Booßen,52.372463,14.469815
bonifati klooster,,,
bommené,Brommen,52.087157,6.157089
bommelschen weert,,,
boesynck straete,,,
bol werken,Borken,51.844299,6.859231
bogaert straete bij den blijden houck,,,
huuse van maistre del campo,,,
huys tot dullenborch,,,
huudevettershuuswaert,,,
huus van cuelenborgh,,,
huus van lievin dherde,,,
boirgoingne,Borige,52.032488,9.46151
huus van mijnen heere van oomberghe staende ande veemaert,,,
boirgoegnien,Borgonden,52.301178,6.75768
boirgaigien,Borige,52.032488,9.46151
boirgaigie van wackene,,,
huus van sinte baefs,,,
boijregt,Birket,54.89163984249939,11.331599396904268
huus vanden hertoghe van cleve ghenaempt ravensteyn,,,
bohemer,Boxmer,51.646873,5.952331
huus vanden proost van sinte baefs inde schelstraete,,,
huus wijlent ghenaempt de fratres,,,
boghe brauwerie,,,
huuse van jan van loo amman deser stede,,,
bogarde-straete,,,
huuse van lanchals,,,
biloocken meur van veuren,,,
binder schoote,Windschoter,53.142255,7.039675
huerlyeder clooster,,,
brauwerie de naillie,,,
brauwerije van de naelde,,,
hoyen,Hoyen,52.008,9.5046
brauwerije van de croone,,,
brauwerije ghenaemt de vijf helmen,,,
brauwerije den hoepel,,,
brauwerije de paele,,,
brauwerie van meenen,,,
brauwerie den ancker,,,
huijsen van die carmeliten,,,
brauwereije de vijf helmen,,,
huele,Hummele,52.005375,6.234867
huijs te herte hallifwegen den dijck van amsterdam,,,
brauwere in den salm,Bruest in den Dael,50.778654,5.711761
"""bijbliotheque van d'abdije van baudeloo""",,,
huijs te kralinge,,,
bij vinderen,Bindere,52.092463,10.194511
bij valenchiene,,,
huijs te spangen,,,
huijs ter herte te gaen hallifwegen amsterdam,,,
bij den couwenberg,,,
brauwerije van het meuleken,,,
brauwerije vande lanterne,,,
brauwerije vande raecke,,,
brauwerije vanden hoorne ter rechter handt vande nieubrugghe de welcke nu is teinden vande beestemarct,,,
in de munte,de monte,52.238883,8.921883
brasillie,Billinge,53.120365,7.167219
in de parochiaele kercke van s,,,
in de regten straat,,,
in de stadt van brugge de kercke van onse vrouwe met die grooten ende hooghen thorren,,,
in de strate van sint denys,,,
brasilsche,Brasschate,51.29008,4.491515
breede marktsteeg,,,
breedael,Breede,51.357536,6.048285
bree lijwaert marct,,,
in de streek nabij enkhuijzen,,,
brederodes huijse int st jansstraet,,,
in de swane in de cooperstraet,,,
brederode merwede vijänen kijfhoek /1/ en der meije,,,
huys van weerdenborch,,,
huys van pelt dichte bij de cathuysers,,,
bredase,Brese,53.164652,10.849449
brecken,Bremecken,51.250344,8.204071
brazilie,Bruile,53.737933,11.714489
huijs tot hillegersberg,Hillegersberg,51.96679439940697,4.492000075869613
bij de oude brandereij ter plaetse daer de tuijn van de wedw s bruning agter het speelhuijs van de heer burger mr boon,,,
"""bij d'achterpoorte van 't belle godshuijs""",,,
huijsduijnen,Huijsen,52.297629,5.23493
bins in henegauwe,,,
binnewechse poort,,,
binnewal begonst van sinte margrieten tot sint jans poorte,,,
huijse de belle,,,
binnenweg,Binnenwysen,52.680298,5.146183
huijse jeghens,,,
huijse van berckenroe,,,
huijse van gerrit stuver wonende in st jansstraet,,,
binnen veste,Binnen Wiesen,52.680298,5.146183
huijse van hendrick den abt,,,
binnen purmerende op de bult,,,
huijse van mher phlips volckaert heere van weldene opden cautere,,,
binnen amstel,Binnenkarspel,52.690467,5.1825103
huijse van philips de mooreknecht,,,
huijse van vincent jacobz,,,
huijs te berckenrode,,,
hr jan vr leck,,,
hudevettershuus,,,
binne of coolwegse poort,,,
birague,Prague,50.087488,14.421206
huijs vanden vliegenden hert,,,
huijs van antwerpen,,,
bijleijden,Beijlen,52.859378,6.516947
biersteeckers brugh,,,
huijs van de wagemaeker,,,
huijs van de wagemaeker /1/ ten zuijden,,,
bierkaij brug,,,
bierkaaij,Biberaha,50.970273,9.792648
bierdraegershuijsje,,,
huijs van de wanne,,,
huijs van maes,,,
huijs van muld,,,
huijs van praet int mooriaens hooft,,,
huijs van roskam,,,
huijs van schieland,,,
beverwyk,Beverwyc,52.4849,4.657963
beverwijck met die schans,,,
beusecum,Beusecum,51.94848,5.29235
huijs vande weesen van rijckendaele,,,
bijlba,Bila,51.483484,10.840523
bijlech,Bilehem,52.302122,8.140542
huijs vanden heer van weldine,,,
bisdom van cameryck,,,
de leuven haven bij de leuven brughe,,,
cathagenna,Kalthagen,53.932815,22.129547
belina,Belin,52.813543,12.764139
bemuerde weerd,,,
bemele,Bemele,50.847393,5.763904
de papestr,,,
belsele,Bersele,53.168601,7.745297
de parochiaele kercke van sinte niclaeijs,,,
bellincourt,Scellinchout,52.634362,5.122102
"""de parochiale kercke van d'heeren canoniecken reguliers van de proosdye van caudenberg""",,,
bellerive,Bellaerde,51.682162,3.986063
de parochiale kercken van st michiels ende st martens,,,
de parochie kercke van de capelle,,,
belle gasthuus,,,
bellagarda,Belgarda,54.004568,15.990118
benedictijner clooster van monte cassino,,,
de parochie van purmer,de Kercke van Purmer,52.481443,4.925932
de pant van de paters lievrauwen broeders,,,
de pasternestraete,,,
belgrave,Belgora,51.482767,13.124619
belgië,België,50.6402809,4.6667145
de pastoirie,,,
belgis,België,50.6402809,4.6667145
belgie,België,50.6402809,4.6667145
belfroot deser stede,,,
de oude kerk,Koudekerk,52.12899475449482,4.612891023286328
benedictiner-clooster,,,
de oostprinsestraet vande baenstraet af tot de goutse wagestraet,,,
de noortsijde vande wijngaert straete,,,
benevens het glop aan de oostzijde op de midden van de bult,,,
berckeroostech,,,
beneden den dyck naer het roosant,,,
be ter meer,Zoetermeer,52.045292682559044,4.472209256389766
de noortsyde van de oude haven,,,
balanchon,Talachyn,54.406373,29.704976
de oude of st nicolaas kerk te amsterdam,,,
baensteegh,Badekenstete,52.083432,10.231535
baenbrugh,Baembrugh,52.246558,4.990185
baen straat,Bernstadt,51.124222,17.542888
baghynhooff sinte willeboorts kercke,,,
bagijnekerken,Nijenkerken,52.292755,7.106773
de oude roomsche kerk staande ter plaetze daer de tegenwoordige roomsche kerk staet,,,
ballegemschen,Beemsen,53.079657,10.582215
ballance brauwerije,,,
balegem,Balge,53.07537,8.80635
baldach,Baudach,52.151433,15.091371
de oude sluijs in de zijp,,,
de oude stat,Duderstat,51.512287,10.258256
de oude vaart,,,
bay van trinquedale,,,
balanche wijlent thuus van lievin van tessele,,,
bajonna,Bonna,50.735347,7.102239
de oude vismarkt,,,
baije van mantanca,,,
de oude vysch maert,,,
de oudshoorn,Oudshoorn,52.15843505719076,4.692904387870428
baginhoven van st elisabeth,,,
baginhoff van ste elisabette hun kercke,,,
de over zeijde van de zaan,,,
bagijnen-dries van st elisabeth,,,
de padde steeg,,,
de pannekoeck,,,
bay van cadix,,,
berckenrode,Berkenwoude,51.944381431867335,4.71686889642707
de noortzyde van onse lieve vrouwen kerck,,,
baefs poorte,,,
de orangie straete,,,
beddestrate,,,
de opbrusselsche poort,,,
de opper hooghpoorte,,,
becleede brugghe,,,
beckerdorp,Seckerdorp,53.108541,10.600913
de oraeinghestraete,,,
beaurins,Burin,51.552509,8.559189
beaulieu,,,
beannoir,Brennabor,52.413985,12.553797
beer up de mude,,,
begijnestraat,Bergneustadt,51.021717,7.649562
beghin hoven ste elisabaten,,,
beghijnhoven als ste lijsbetten ende in dhoije,,,
de oude borse,,,
beelfoort van maitre jan mispreuve,,,
beets koog,Beeskow,52.17187,14.246516
beestemarct int ronde,,,
beersteghe,Berbereghe,52.243519,10.115146
