,match_place,la,lo
grooten wulf,,,
grooten toren van de roypoorte,,,
grooten hooff,Großenhof,58.570451,23.229966
grooten couwenberch,,,
grote sael,Grotense,53.614973,10.341196
gulde ende silver straete,,,
h lande,Holland,52.7212825,4.820665
h cruyss poorte,,,
gwise zie guise,,,
gusekerck,Oudekerck,52.296886,4.903829
gunst,Grunt,51.81021,10.23694
gundacker,Lundager,55.2843526889944,9.931520254751009
gulpenburg,Kulenburg,51.957608,5.225193
gulpenberch,Mulenbeche,52.166167,9.0328
gullik land van,,,
het casteel de lignie,,,
het casteel genappe,,,
het casteel ter veuren,,,
helmstadt in duijtslant,,,
helissem,Helessem,51.98113,5.757497
helichs kerst kercke,,,
heindriechs,Hendrick,50.798319,5.328786
heiligh sacrament gheeststraetien,,,
helquijn ofte herquijn,,,
heilige- of overtoomse wegh,,,
heijndries,Hendrekines,50.798319,5.328786
heijlo,Heiloo,52.61945963842534,4.731571090224742
heijligstraetien,Heiligonstat,53.930336,9.467977
heijligh bloet cappelleken,,,
heijlich-geest straetjen,,,
heijlich rijck,,,
heijdelberch,Heidelberg,49.4093582,8.694724
heijaert int ronde,,,
heidelberg,Heidelberg,49.4093582,8.694724
helvoird,Helvorde,51.630504,5.237852
herberghe van de swaene,,,
herberghe die pantjens genoemt wordt,,,
herberghe de sterre op de koorne marckt,,,
herbergh het roode hart,,,
herberge in vlkelghem,,,
herberge genaemt warniton recht over het nazareth,,,
herberge de goude zon,,,
herberg van st lucas,,,
"""herberg op 't speuij""",,,
herberg het jagersstal,,,
herberg den toelast,,,
herberg den arent,,,
herberg de wildeman ten oosten,,,
hellegat bij niel,,,
herberghe van de vergulden waghen tot jan bartelmeeusz in de groote houtstraet,,,
het casteel van brisselli,,,
herberghe vande baes,,,
hertochs bosch,sHertoghen bosche,51.688763,5.303699
herrewich naerde voorseijde stadt van bruijssel,,,
herrewaenen,Hurwenen,51.79645113856586,5.351834157050078
herreberg de roskam,,,
herpelsteke bij st lievenstraete,,,
hermersteyn,Vermersen,52.170239,10.094032
hermaisbarlestain,,,
herffelt,Hoeffelt,51.699118,5.937156
heremitaige van ste huberecht,,,
herrewich van bruijssel,,,
hertog reinout van gelder,,,
hertoghdom stirien,,,
het badt,Hovestadt,51.657312,8.143551
het aut casteel ende de citadelle,,,
het aude casteel van ste germain,,,
het arsinael de bastille,,,
het arme weeshuijs nu tegenwoordig het gasthuijs gebouwd,,,
het andere huijs van het burgerweeshuijs,,,
het admiraliteyts hof,,,
het achterom,Halchter,52.140188,10.549534
"""hertoge d' alve""",,,
het  hofpoortje,,,
hess,Hessen,52.018096,10.779643
hesdyn,Heusden,51.74219904144449,5.151344951510536
herweijre,Herwijnen,51.87085099435637,5.122211774335554
herwaerden,Herwern,50.683159,8.303189
hertshooft,Botshooft,51.557526,4.230291
hertoghdom van limborgh,,,
herbersteijn,Herberin,50.683159,8.303189
henuwieren,Heigeren,50.742221,8.204276
hennesteegje,Henstede,54.28339,9.165509
henegauwen in vranckerijcke,,,
hendrick van wamelen burgemeesters huijse,,,
het geheel quartier van oosterwijk,,,
het hessen huys,,,
het hertoghdom van lucxemborgh,,,
het heiligh sacramentstraete,,,
het havenmeestershuysien op het oostend,,,
het hang,Hretha,53.05958,7.272903
het haentjen,,,
het h landt,Het Bildt,53.285088,5.6607
het groote kerckhoft,,,
het groot school ofte stadtsschool,,,
het groot ende cleijn beghinhof,,,
het groot been huijs,,,
het graff van den vijce admirael van hollandt,,,
het graefschap van egmondt,,,
het gors van zonneschijn,,,
het goedele kercke,,,
het gemenelant,,,
het gemeene land,,,
het gehugt of dorp neck,,,
het geheele dijkwater,,,
het coninklyck paleys van brussel,,,
heezelbrugghe,Veenebrugge,52.560863,6.672151
het coninckrijcke van polen,,,
het collegie van de paters der societeyt jesu,,,
het casteel van louvestein,,,
het casteel van gennip op de reviere maese,,,
het casteel van gavere,,,
het casteel van ganappe,,,
het casteel van doorneke,,,
het geheel nederlandt,,,
het geheel corenhuys,,,
het eiland van duijveland,,,
het fael  in zuydvlied,,,
hendel strate,,,
hemelveerdeghem,,,
hemelrijcke staende inde langhemunte,,,
het begijnhof,,,
het bettewaardsche schor,,,
het gat genaamt treurenborch,,,
het gasthuijs opt oostende van de hoogstraat,,,
het gantsche gewest,,,
het fransche kost school,,,
het fransche comte,,,
het fort vijanen,,,
het fort van veerbroeck,,,
het fort van calloo,,,
het eylant achter en voor,,,
het diep van ter tholenveel,,,
het escurial,,,
het engelse coerthuijs,,,
het gat van de havent,,,
het engels huys,,,
het eijlant van st thomée,,,
het eijlandt van rughen,,,
het eijlandt van finnen,,,
het eerste huijs aende groote wijnbrugge aende noort het eerste huijs op de wijnhaven sijde van de wijnhaven aenden westhouck,,,
het eerste bolwerck,,,
het dorp lutjebroek,,,
het dorp ende casteel van nijgem,,,
het dijkwater bij campers cruce,,,
het dijkwater,Heldwater,52.022978,4.872386
"""een cappelle vande groote kercke van s'graevenhaeghe""",,,
een brugge gemaakt over de scheepmakers haven,,,
een bosch tusschen wilryck en hoboocken,,,
hobreede het dorp,,,
hn gheest ackerghn,,,
hoeck vande cruijs ende oraingnestraete,,,
hiponen,Hien,51.907792,5.666784
hinthamereynde,,,
hintham int sant,,,
hintham,Hintham,51.700175,5.339757
hinderdam,Hinderdam,52.282884,5.056779
hilgersb,Hillegersberg,51.96679439940697,4.492000075869613
hilfersom,Hilferssom,52.224424,5.172099
hoeckhuijs van het schepenhuijs straetgien ende donderstaete gheseijt het craijken ofte raefken,,,
hoecksken van het schepenhuijs- straetgien,,,
hof van fiennes,,,
hof van egmont bij den grave,,,
hof van den abt van nienove,,,
hof tot witthehal,,,
hof ter vuren,,,
hof te bruessele,,,
hof geheeten ‘den reyger’,,,
hoesdom,,,
hoerstende,Herstede,53.068596,8.860087
hoepel op den brabant dam brauwerie,,,
hoender-merckt,,,
hoender en vogel mart,,,
hoek van de middel en volgerweg,,,
hoek van de frankesteeg,,,
hoeitjen brauwerije int ghewadt,,,
hoei,Hoei,50.518091,5.24089
hoefijser straetjen inde langhe munte,,,
hoefflaken,Hoefflaecken,52.175487,5.455731
ho duijtsland,Duitsland,51.0834196,10.4234469
hoec vande langhemunte ande vischmaert,,,
hoornsche staande,,,
hoeck ther catharinen-poortwert,,,
het hof  tot bruijssel,,,
keetenbrug,Veen brug,52.560863,6.672151
kees-ruye,,,
hoijhecten,Hohenstein,53.58363,20.284886
hoichwoude,Hoichtwoude,52.718998,4.940312
hohenlo,Hohenroth,50.643325,8.137382
hogestr,Hoest,50.099162,8.54746
hofsteede overmeer,,,
hofstede van de van der voorten,,,
hoijsecken,Huijsen,52.297629,5.23493
hoffstraetjen,Hostraten,51.401598,4.761559
hoff vant souverain gulden van ste sebastiaen,,,
hoff te berchem,,,
hofdijk,Toldijk,52.053485,6.221906
hof vant souveraine gulden van st jooris,,,
hof vanden raede van vlaenderen,,,
hof van wackene,,,
honduras,,,
hondtdijck,Zoestdijck,52.193961,5.2814
hondt,Helmondt,51.478951,5.655727
homborch in oostlant,,,
holsacia,,,
hol,Holm,54.176909,10.011194
hollant en seelant,,,
holland gewest,,,
holl zeeland vriesland vlaanderener en brabant,,,
holl zeel & vriesland,,,
hollant ende zeelant mit bommel ende buren,,,
"""hoeck van t huijvetterken op d'oostzijde van de slijpstraete op dese sijde vant muijde brughsken""",,,
hoosthende,Hostede,52.942256,8.573448
hoornsche hop,Hornsche,51.872314,8.944086
hooft vant westeijnd nieuland,,,
hooghen polder,,,
hoochpoorte inden sampson,,,
hoochlandt bij amersfoort,,,
hoochduytschlant,,,
hoochballieu,,,
hooch-spaengnien,,,
hooch spagnien,,,
hooch en neer-kiel,,,
honte,Honsted,53.045918,10.374334
honland,Holland,52.7212825,4.820665
honinge,Horning,57.4615,9.983886
honing dijck,,,
honichfloor,,,
honghers,Honge,51.4846,7.973495
hooch bourgoingnen,,,
hoochstraet binnen rotterdam,,,
hoochstraet oostewaerts,,,
hooghele vande lantsweere,,,
hoogen dijkersluijs,,,
hoogen dijk volmaakt ende op getimmert daer het jaer 1646 schiedamse poort,,,
hoogen dijk aande maas,,,
hooge woltstraete,Hoogstraten,51.401598,4.761559
hooge hool den dijk,,,
hooge heul,Hoogkeppel,52.005282,6.199314
hooge biesen,Hoogeveen,52.72626308504015,6.535907252003502
hooftstadt van rouen,,,
hooftkercke van ste marcqus,,,
hooftkercke van den h martinus,,,
hooftkeercke sente jans,,,
hooftbrugghe te ghendt,,,
hoochstr,Hochstraß,51.454765,6.655638
hospitael van de militaire,,,
hoornsche boom,Hornsche,51.872314,8.944086
hospitael van sint jans,,,
hoorne hoofdstad van,,,
hoorenbrugge,Hoogebrugge,53.128703,7.050126
hoonighen,Hooghalen,52.919006,6.542643
hoombeerghe,Homberghe,53.838356,10.579692
hoogtwoude,Hooghwoude,52.718998,4.940312
hoogstraet op den  middeldam,,,
hoogstraet agter de swaen,,,
hoogstraat bijt salm steege,,,
hoogstr,Hologost,54.054127,13.776702
hoogpoort,Hologost,54.054127,13.776702
hoogmierde,Hooge Mierde,51.387102,5.128169
hooghwacht,,,
hoplant,Hollant,54.063861,19.659497
hove te ghendt,,,
houtzaegers moolen staande buijten de purmerpoort,,,
houttuijn straa,,,
houtstraet aent sant,,,
houten man,Houten,52.07001110939274,5.155891381738011
houtbrug,Horbruge,51.621983,9.340124
houstruweel,,,
houdt maerch,,,
houdenbuerch,Woudenberch,52.082275,5.414371
houckt huijs,,,
hostelrije van den gulden gans,,,
hostelrije ghenaemt de roose,,,
hostelrie genaemt den hert in de klierstrate,,,
hospitael vande h drijvuldicheijt,,,
hospitael van ste spirito,,,
hospitael van sinte pieter ende pauwels,,,
lijcie,Wicie,52.197095,20.009318
leysseele,Tessele,53.054374,4.797356
leytse kant,Leskan,52.39967,7.311379
le conte de barlemont,,,
lazarus huijs,,,
lazaretto,,,
laxenburch,Lauenburc,53.370369,10.552678
lauwrens poort,,,
lauwereys,,,
lausanen,Lusnen,52.531801,6.311795
laurus,Lubus,52.424947,14.541721
laureta,Lauta,50.665116,13.141628
lauren,Laren,51.029597,3.850249
lauffenburch,Lauenburc,53.370369,10.552678
laubeerch,Luburch,52.115508,12.074474
latyn,Latzen,52.319671,9.786075
latijnsche school inde cellebroers steech,,,
lateijnse school,,,
laproos ofte proveniershuijs,,,
lanx de vaert,,,
lantheiren brauwerie op de nieustraete,,,
lantbode,Latvorde,52.0331,9.4303
lant van zeelant,,,
leckendijk beneden de vaert,,,
lepelerre,Leehere,53.226324,7.451264
leproshuijs buijten haerlem,,,
limmen zie marck,,,
limijt scheijdijnghe van vlaenderen,,,
limburg ook lemborck,,,
limburch van ste cornelis munster,,,
lillers,Villers,50.57629,5.260359
lille,Pille,54.641353,19.890611
linckh,Lisnich,51.159715,12.926684
le,Loe,53.147483,7.78187
leck in de krijm perwaert,,,
licent straetjen,,,
lant van ter gaes,,,
leije e,,,
leije boven,,,
leijden haerlem en amsterdam,,,
leijden delft haerlem amsterd gouda en schoonhoven,,,
leijbrugghe te ghendt,,,
leij-straetjen ande wijngardstraete,,,
leij-brughstraetjen,,,
leij stroom,,,
leewerghem,Neerhem,50.763026,5.509658
leewarden in vrieslant,,,
leckerkerk op de lek,,,
lepeleer,Kepele,52.005282,6.199314
leckendyck in tot schalkwijk,,,
lant van italien,,,
lant van danswyck,,,
lant van arckel,,,
lant ende de stadt van terrowanen,,,
lanscoutere,Lanclere,51.585515,9.872977
lanoeij,Wanroij,51.671196369985324,5.858619143629892
lanocy ontrent dornick,,,
lannoy slag van,,,
lannoij,Wanroij,51.671196369985324,5.858619143629892
langues,Langesse,51.939106,10.335007
langhs de maas kant aen de suijtsijde van de stad,,,
langhen steendam bij nieu casteel,,,
langhemaert,Lansmaer,52.431147,4.914043
langhedocq,Langhendyck,52.677495,4.806857
langhe veldtstraete,,,
langs de maas kant,,,
lijsvelt,Luminesvelt,50.941385,9.281012
lijs straet,,,
lijnwaetrijnck,,,
lijnmarkt,Limbark,51.754113,14.186846
leuvenschen wech,,,
leuven poort ende een deel tusschen den hoogendijck ende de leuven haven aen een sijstraet ende een deel aende suitsijde vanden hoogen dijck,,,
leuven ook loven,,,
leyden in hollant,,,
leuvehaven en bij de leuvepoort met 2 bij de roode schiedamse poort,,,
leuve straet haven,,,
leuve haven aen de westzijde bij de sout keeten,,,
leuve brugge haven,,,
leusden,Leusden,52.12420442166644,5.497162561672274
leupeghem,Bueghem,51.674341,5.939746
leudik,Luik,50.645785,5.576353
letuwe,Lewe,52.019795,10.429147
leta,Lent,51.864715341513325,5.881551953824228
leuven breghe,Zeuenberghe,51.645365,4.605963
leyden op dat bagynhoff,,,
ligue,Liège,50.645785,5.576353
lievin de vlieghere,,,
lievin brakelman,,,
lieven vrouwen choor tantwerpen,,,
lieve langhe steenstraete,,,
lieve binnen de stadt van ghendt,,,
liessel,Lisse,52.28386742822358,4.547909735842225
liesbette begijnhof,,,
liere in brabant,,,
liere hof van,,,
lienge,Linge,52.522354,7.316653
liedekercke,Niekercken,52.222632,5.48355
licttaire,,,
lichtewater,Lichtenowe,51.196971,9.721036
leuvesteeg,Levenstede,52.152269,10.331017
leuwestraet,Lewenstedt,52.152269,10.331017
ligusticum,,,
locren int landt van waes,,,
lijnenlaken halle,,,
lijnbaen,Lijnn,51.157621,5.939164
lijmees,Limmers,50.7868,5.996374
lijgtenvelden,Lienden,51.9524527670384,5.562200566333189
lincolne,Linne,51.161309548122055,5.94886920411152
linghen,Lingen,52.522354,7.316653
linie equinoctiaal,,,
logement den gulden appel,,,
logement bekend onder de naem van doelen,,,
loge ande kercke van st nicolaijs,,,
loevesten kasteel van,,,
loefvehoudt,,,
loe vel,Loemele,51.230543,5.308362
lochum,Loghum,54.872245,8.907771
lijdechant,Mijdrecht,52.21756089314321,4.884851323637692
lobkowitz,Lockwitz,50.989479,13.811455
lobbons,Lobbow,52.909122,11.181748
livonien,Linin,52.494054,16.11985
livonia,Lona,52.209477,5.022115
litzenham,Reitzenhain,50.563851,13.220193
litthoyen,Littschen,53.73482,19.072087
litthauwen,Littschen,53.73482,19.072087
lipstad,Lippstadt,51.676271,8.346519
lips,Lis,52.258698,4.553293
lionne,Linne,51.161309548122055,5.94886920411152
linschooten,Linschoten,52.07077195185348,4.9490705041139655
linnig,Linn,51.333982,6.637693
leprosenkerck,,,
hooft-kerck,Hoogkerk,53.23764621294662,6.52401656949662
hooft port genaemt st laurens port,,,
een bollewerck geseit het stampcot,,,
het pampus,Het Sas,50.978926,4.389811
het pachuijs wesende op de vlasmert,,,
het oudelands sluijsje,,,
het oudelands dijkje bij de moolen van de overw polder,,,
het oude westers hooft,,,
het oude oosterhoofd van blaauw steenwerk aande oostzijde vande oude haven,,,
het oude lands dijkje langs de wormermeer van jisp na purmerende,,,
het roomsche hof de hijlige stoel genaamt,,,
het stadhuijs van bruijssel,,,
het spijkerboord langs de beemster meer,,,
het spanjaerds gat,,,
het spanjaards gat in eenige kaerten jan de wits gat,,,
"""het spaens casteel op d'heernisse""",,,
het spaens casteel met vier bollewercken,,,
het slusekin voor den zeeuschen aert,,,
het sluijsken bij doost poort,,,
het sluijsje in deze polder,,,
het sluijs,,,
het slot zijnde des schouts wooninge,,,
het slot van ter gouwe,,,
het slot van sunderburch,,,
het slot tot schaegen,,,
het slot met het dorp,,,
het slickvaert,,,
het singeltje,Het Hemeltje,52.256321,6.331075
het sieckhuys,Hesinckhusen,52.176503,8.727392
het siecken,Hespecke,51.157038,8.016344
het schoon nonnenclooster van sweebeecke,,,
het schoen huys van myn heer van culenborch,,,
het schiplieden huijs staende ten voorhoofde op de oostsijde binnen de ketelpoorte,,,
"""het pallaijs vant'bissdom""",,,
het papen bollewerck,,,
het schepen huijsstraetge,,,
het paradijsken,,,
heymenberch bij renen,,,
heyliger stee,Heligenstide,53.930336,9.467977
heylich landt,,,
heyermardt,Hedemar,51.523329,8.460447
heyentonger,Heydenowe,50.970917,13.878924
heydelberch, Herdenberch,52.57552,6.61681
hevetongeren,Heteren,51.96200771189586,5.850177414650066
heuverstrae,Beuerste,50.891139,5.474148
heunaarsdijk,Hengstdijk,51.360476297869695,4.003503219542598
heulse wegpoort,Heselpoort,51.848398,5.85704
heule,Heuklem,51.874247,5.078428
het zwavel magezijn,,,
het zuyderzee,,,
het zuijd ende van de volewijck,,,
het zandt,Hetzenrodt,51.133649,9.80827
het westnieulant / den rijstuin / de hooftsteech / den houtuin,,,
het west quartier,,,
het weeshuijs voor de burgerkinderen aan de weeshuijs burgwal,,,
het stadshuijs tegens de kerk aan,,,
het stadshuijs alhier,,,
het rabouts gasthuijs,,,
het purmer eije,,,
het prinsen hof,,,
het prins van orangen noorderquartier,,,
het porthuijs,,,
het plattelant van brabant,,,
het pesthuijs op het oosteijnde,,,
het refugie van perck,,,
het penningsveer,Penningsveer,52.390975,4.674543
het schiedamse wage veer aen de heulse wegpoort,,,
het sas ligghende bij oostende,,,
hooft,Hoof,51.281833,9.351363
jacob lievenstraete,,,
jachthaven,Brachthausen,51.032581,8.085786
jabeke ofte daer omtrent,,,
jaagweg,,,
jaagvaert,,,
"""j d'annontiaten""",,,
item johan heere tot egmonde nu stadhouder van hollant zeelant ende vrieslant,,,
italien valenza opde po,,,
italiaensche zee,,,
int gasthuys,Out Gasthuys,50.843015,5.789813
int casteel van vicennes bij parijs,,,
ingelandtgadt oft engelantgadt,,,
indiessche,Aldessche,52.401648,9.974931
indianen,Indagine,53.901378,10.552819
indiaensche,,,
inder haeg,,,
inden hasewint,,,
inden ancker,,,
inden aert,Candenhart,51.453243,8.424779
"""inden acker t'eckenghem""",,,
indecogghe,,,
indea,Indago,52.633758,10.112974
inde tamise,,,
inde swaene tot lauwerdyns chekier,,,
inde poldervaert,,,
inde poesele onder de heerelyckheyt van mee,,,
inde pasteerne,,,
inde olstraete,,,
inde nieuwstraete op ste pieters,,,
inde maegd,,,
jacob boeckels ambacht,,,
jacob schot,,,
het rosant,,,
jacobi,,,
het stads timmerhuijs,,,
hoven alkmaar monnikendam en,,,
hoykenspoort achter de munte,,,
israel,,,
isembourgh,Ileburgh,51.459806,12.633292
isemberghe,Isenberg,50.968101,11.905274
iselmuiden,IJsselmuiden,52.586831226711716,5.974629539187508
iselmontse veer,,,
iselmonde geslagen en verdreven daer wel 2000 vlamingen,,,
iseldijk,Isendike,51.322453,3.616143
ischmaert,,,
is tot weenen,,,
is in de hoofdkercke van s,,,
iren,Iseren,50.839097,5.831802
iperlijnghen,Velinghen,53.091012,10.402239
ipere dixmuijde en nieupoort,,,
int vaste landt van dalmatien,,,
int tij,,,
int schurken,ther schueren,52.164211,5.520019
int muntjen,,,
int lindeken,,,
is tot brussel in de hoofdkercke van den h michael en gudula,,,
istria,Utria,59.393412,27.918247
jacops prochie,,,
jacoppijnen ofte hoorestraetjens,,,
jacopine straete,,,
jacop cosinsz ofte dirc caters kerck,,,
jacop cosinsz,,,
jacobi-kerke,,,
het waygat by reynders brouwery,,,
het water de ruy,,,
het tolhuijs,,,
het noorderlant,,,
het nieuweland,,,
het nieuwe weeshuys,,,
het nieuwe schilt,,,
het nieuwe korrelhuijs,,,
het nieu stadthuys,,,
het neckerhop,,,
het naeyhuus,,,
het merhem inde prochie van ste salvator geseijt celiscrist,,,
het marktveld binnen rotterdam,,,
het marktpleijn,,,
het marckgraeffschap,,,
het manpat,,,
het magazijnhuijs,,,
het loock,,,
het lijnsteegje,,,
het lidecant,,,
het lichtewater,,,
het leprosenhuijs,,,
het lant van touruisis,,,
het lant van bern,,,
het oosterquartier,,,
het kaetspel,Hooge kerspel,52.694433,5.176585
het ingels clooster,,,
het huijs te heemstede,,,
het huijs te hallifwegen amsterdam,,,
het huijs genaemt het maeghdeken,,,
het huijs genaemt den prince cardinael,,,
het huijs genaemt den keijser,,,
het huijs genaemt de cheyne nu genaemrt het lidechant,,,
het noorder kleijne kap der gereform kerk,,,
het oosteijnde jegens het droogste van de zijpe,,,
